latency_us
295.167
295.167
295.167
295.167
332.042
332.042
332.042
332.042
388.333
388.333
388.333
388.333
400.583
400.583
400.583
400.583
414.125
414.125
414.125
414.125
434.292
434.292
434.292
434.292
438.75
438.75
438.75
438.75
471
471
471
471
547.666
547.666
547.666
547.666
548.125
548.125
548.125
548.125
549.292
549.292
549.292
549.292
549.958
549.958
549.958
549.958
603.292
603.292
603.292
603.292
665
665
665
665
753.542
753.542
753.542
753.542
817.083
817.083
817.083
817.083
1466.42
1466.42
1466.42
1466.42
40208
40208
40208
40208
40550.9
40550.9
40550.9
40550.9
40589.2
40589.2
40589.2
40589.2
40589.6
40589.6
40589.6
40589.6
40604
40604
40604
40604
40667.7
40667.7
40667.7
40667.7
40703.7
40703.7
40703.7
40703.7
40711.8
40711.8
40711.8
40711.8
40713.9
40713.9
40713.9
40713.9
40723.8
40723.8
40723.8
40723.8
40728
40728
40728
40728
40736
40736
40736
40736
40751.6
40751.6
40751.6
40751.6
40754.7
40754.7
40754.7
40754.7
40761.4
40761.4
40761.4
40761.4
40761.7
40761.7
40761.7
40761.7
40770.3
40770.3
40770.3
40770.3
40771.6
40771.6
40771.6
40771.6
40772.5
40772.5
40772.5
40772.5
40773.3
40773.3
40773.3
40773.3
40774.8
40774.8
40774.8
40774.8
40782
40782
40782
40782
40788.1
40788.1
40788.1
40788.1
40793.8
40793.8
40793.8
40793.8
40796.5
40796.5
40796.5
40796.5
40799.7
40799.7
40799.7
40799.7
40800.3
40800.3
40800.3
40800.3
40802
40802
40802
40802
40802.7
40802.7
40802.7
40802.7
40804.3
40804.3
40804.3
40804.3
40808
40808
40808
40808
40814.8
40814.8
40814.8
40814.8
40816.2
40816.2
40816.2
40816.2
40817.5
40817.5
40817.5
40817.5
40827.3
40827.3
40827.3
40827.3
40832.9
40832.9
40832.9
40832.9
40833
40833
40833
40833
40837
40837
40837
40837
40837.9
40837.9
40837.9
40837.9
40840.2
40840.2
40840.2
40840.2
40841.7
40841.7
40841.7
40841.7
40843.8
40843.8
40843.8
40843.8
40844
40844
40844
40844
40848.7
40848.7
40848.7
40848.7
40849.8
40849.8
40849.8
40849.8
40855
40855
40855
40855
40859.4
40859.4
40859.4
40859.4
40862.2
40862.2
40862.2
40862.2
40863.8
40863.8
40863.8
40863.8
40864.5
40864.5
40864.5
40864.5
40864.5
40864.5
40864.5
40864.5
40865.3
40865.3
40865.3
40865.3
40866.8
40866.8
40866.8
40866.8
40869.5
40869.5
40869.5
40869.5
40869.7
40869.7
40869.7
40869.7
40872.6
40872.6
40872.6
40872.6
40874
40874
40874
40874
40875.3
40875.3
