timestamp_utc,git_sha,compiler,system,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-08-26T23:49:41Z,2b719d64435011a670c58fa7a6e8c4f24ee332c4,AppleClang-17.0.0.17000603,Darwin 25.5.0 arm64,1,1,2000,0,0.8,1000,128,4,500,1,4,16,periodic,1,2000,0.131814,15172.9,252.583,280.083,306.25,339.667,0,0
