timestamp_utc,run_id,experiment,variant,git_sha,working_tree_dirty,compiler,build,system,ram,storage_medium,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-09-05T21:42:56Z,matrix-20260905T214247Z-6143f5a796760b818e30f907a3f2dd87373b7d3c,value-size,1024,6143f5a796760b818e30f907a3f2dd87373b7d3c,1,AppleClang-17.0.0.17000603,Release,Darwin 25.6.0 arm64,34359738368 bytes,APFS local volume; device class unverified,10,10,2000,0,0.8,1000,1024,4,500,3,4,16,periodic,3,2000,0.0279998,71429,545.25,690.834,739.167,831.75,0,0
