latency_us
230.709
230.709
230.709
230.709
272.167
272.167
272.167
272.167
274.084
274.084
274.084
274.084
275.292
275.292
275.292
275.292
276.458
276.458
276.458
276.458
277.375
277.375
277.375
277.375
281.375
281.375
281.375
281.375
287.292
287.292
287.292
287.292
290.375
290.375
290.375
290.375
290.666
290.666
290.666
290.666
297.375
297.375
297.375
297.375
298.417
298.417
298.417
298.417
299.625
299.625
299.625
299.625
302.333
302.333
302.333
302.333
302.75
302.75
302.75
302.75
305.667
305.667
305.667
305.667
306.166
306.166
306.166
306.166
308.25
308.25
308.25
308.25
308.542
308.542
308.542
308.542
312.5
312.5
312.5
312.5
312.833
312.833
312.833
312.833
313.25
313.25
313.25
313.25
313.917
313.917
313.917
313.917
314.25
314.25
314.25
314.25
315.875
315.875
315.875
315.875
315.917
315.917
315.917
315.917
319.5
319.5
319.5
319.5
320.375
320.375
320.375
320.375
323.541
323.541
323.541
323.541
324.625
324.625
324.625
324.625
325.458
325.458
325.458
325.458
325.917
325.917
325.917
325.917
326.583
326.583
326.583
326.583
327
327
327
327
327.75
327.75
327.75
327.75
328.417
328.417
328.417
328.417
330.625
330.625
330.625
330.625
330.875
330.875
330.875
330.875
331.959
331.959
331.959
331.959
332.666
332.666
332.666
332.666
332.917
332.917
332.917
332.917
333.125
333.125
333.125
333.125
333.542
333.542
333.542
333.542
333.625
333.625
333.625
333.625
333.959
333.959
333.959
333.959
334.25
334.25
334.25
334.25
335.5
335.5
335.5
335.5
335.959
335.959
335.959
335.959
336.125
336.125
336.125
336.125
336.292
336.292
336.292
336.292
336.5
336.5
336.5
336.5
339.292
339.292
339.292
339.292
340.167
340.167
340.167
340.167
341.125
341.125
341.125
341.125
341.709
341.709
341.709
341.709
343.083
343.083
343.083
343.083
343.916
343.916
343.916
343.916
344.333
344.333
344.333
344.333
346.25
346.25
346.25
346.25
346.333
346.333
346.333
346.333
346.708
346.708
346.708
346.708
346.958
346.958
346.958
346.958
347.333
347.333
347.333
347.333
348.959
348.959
348.959
348.959
349.75
349.75
349.75
349.75
350.583
350.583
350.583
350.583
351.417
351.417
351.417
351.417
353
353
353
353
354.875
354.875
354.875
354.875
356.167
356.167
356.167
356.167
356.792
356.792
356.792
356.792
358.167
358.167
358.167
358.167
358.667
358.667
358.667
358.667
358.875
