latency_us
367
367
367
367
391.5
391.5
391.5
391.5
394.458
394.458
394.458
394.458
399.208
399.208
399.208
399.208
400.125
400.125
400.125
400.125
411.584
411.584
411.584
411.584
414.334
414.334
414.334
414.334
414.542
414.542
414.542
414.542
414.708
414.708
414.708
414.708
420.834
420.834
420.834
420.834
422.917
422.917
422.917
422.917
423.959
423.959
423.959
423.959
426.375
426.375
426.375
426.375
427.083
427.083
427.083
427.083
429.167
429.167
429.167
429.167
430.792
430.792
430.792
430.792
435.958
435.958
435.958
435.958
436.917
436.917
436.917
436.917
438.958
438.958
438.958
438.958
440.917
440.917
440.917
440.917
441.708
441.708
441.708
441.708
444.625
444.625
444.625
444.625
445.083
445.083
445.083
445.083
446.75
446.75
446.75
446.75
449.458
449.458
449.458
449.458
453.042
453.042
453.042
453.042
453.833
453.833
453.833
453.833
453.916
453.916
453.916
453.916
455.792
455.792
455.792
455.792
456.833
456.833
456.833
456.833
458.166
458.166
458.166
458.166
459.459
459.459
459.459
459.459
459.584
459.584
459.584
459.584
461.916
461.916
461.916
461.916
461.917
461.917
461.917
461.917
463.125
463.125
463.125
463.125
463.75
463.75
463.75
463.75
466.583
466.583
466.583
466.583
467.75
467.75
467.75
467.75
468.375
468.375
468.375
468.375
469.084
469.084
469.084
469.084
469.084
469.084
469.084
469.084
469.666
469.666
469.666
469.666
470.584
470.584
470.584
470.584
471.333
471.333
471.333
471.333
472.75
472.75
472.75
472.75
473.333
473.333
473.333
473.333
474.083
474.083
474.083
474.083
474.375
474.375
474.375
474.375
475.208
475.208
475.208
475.208
475.5
475.5
475.5
475.5
475.542
475.542
475.542
475.542
475.708
475.708
475.708
475.708
476.75
476.75
476.75
476.75
478.792
478.792
478.792
478.792
478.917
478.917
478.917
478.917
480.792
480.792
480.792
480.792
480.959
480.959
480.959
480.959
481.042
481.042
481.042
481.042
481.75
481.75
481.75
481.75
482.583
482.583
482.583
482.583
483.416
483.416
483.416
483.416
484.459
484.459
484.459
484.459
485.375
485.375
485.375
485.375
486.292
486.292
486.292
486.292
486.75
486.75
486.75
486.75
486.791
486.791
486.791
486.791
487.375
487.375
487.375
487.375
487.541
487.541
487.541
487.541
487.667
487.667
487.667
487.667
487.791
487.791
487.791
487.791
488.125
488.125
488.125
488.125
488.666
488.666
488.666
488.666
490.042
490.042
490.042
490.042
490.125
490.125
490.125
490.125
491.084
491.084
491.084
491.084
491.209
491.209
491.209
491.209
491.375
491.375
491.375
491.375
491.416
491.416
491.416
491.416
492.25
492.25
492.25
492.25
494.417
494.417
494.417
494.417
494.833
494.833
494.833
494.833
495.166
495.166
495.166
495.166
495.584
495.584
495.584
495.584
496.291
496.291
496.291
496.291
496.917
496.917
496.917
496.917
497.458
497.458
497.458
497.458
497.458
497.458
497.458
497.458
498
498
498
498
498.167
498.167
498.167
498.167
499.666
499.666
499.666
499.666
500.334
500.334
500.334
500.334
500.75
500.75
500.75
500.75
500.75
500.75
500.75
500.75
501.25
501.25
501.25
501.25
501.375
501.375
501.375
501.375
501.875
501.875
501.875
501.875
502
502
502
502
502.167
502.167
502.167
502.167
502.458
502.458
502.458
502.458
502.708
502.708
502.708
502.708
503.084
503.084
503.084
503.084
503.334
503.334
503.334
503.334
503.625
503.625
503.625
503.625
503.916
503.916
503.916
503.916
504.584
504.584
504.584
504.584
504.667
504.667
504.667
504.667
504.916
504.916
504.916
504.916
505.208
505.208
505.208
505.208
505.541
505.541
505.541
505.541
505.583
505.583
505.583
505.583
505.667
505.667
505.667
505.667
505.75
505.75
505.75
505.75
506.208
506.208
506.208
506.208
507.333
507.333
507.333
507.333
508.291
508.291
508.291
508.291
508.459
508.459
508.459
508.459
508.625
508.625
508.625
508.625
509
509
509
509
509.041
509.041
509.041
509.041
509.417
509.417
509.417
509.417
509.5
509.5
509.5
509.5
509.583
509.583
509.583
509.583
510.167
510.167
510.167
510.167
510.375
510.375
510.375
510.375
510.625
510.625
510.625
510.625
510.792
510.792
510.792
510.792
511.083
511.083
511.083
511.083
511.541
511.541
511.541
511.541
511.584
511.584
511.584
511.584
511.958
511.958
511.958
511.958
512.667
512.667
512.667
512.667
514.083
514.083
514.083
514.083
514.5
514.5
514.5
514.5
515.125
515.125
515.125
515.125
515.583
515.583
515.583
515.583
515.75
515.75
515.75
515.75
515.959
515.959
515.959
515.959
516.292
516.292
516.292
516.292
516.458
516.458
516.458
516.458
516.834
516.834
516.834
516.834
517.042
517.042
517.042
517.042
517.125
517.125
517.125
517.125
517.208
517.208
517.208
517.208
517.333
517.333
517.333
517.333
517.541
517.541
517.541
517.541
517.75
517.75
517.75
517.75
518.167
518.167
518.167
518.167
518.458
518.458
518.458
518.458
519.583
519.583
519.583
519.583
519.708
519.708
519.708
519.708
520.417
520.417
520.417
520.417
520.417
520.417
520.417
520.417
520.541
520.541
520.541
520.541
521
521
521
521
521.792
521.792
521.792
521.792
521.875
521.875
521.875
521.875
522
522
522
522
522.042
522.042
522.042
522.042
522.25
522.25
522.25
522.25
522.541
522.541
522.541
522.541
522.667
522.667
522.667
522.667
522.792
522.792
522.792
522.792
522.792
522.792
522.792
522.792
523.375
523.375
523.375
523.375
523.833
523.833
523.833
523.833
524.292
524.292
524.292
524.292
524.375
524.375
524.375
524.375
524.417
524.417
524.417
524.417
524.875
524.875
524.875
524.875
524.917
524.917
524.917
524.917
524.917
524.917
524.917
524.917
525.458
525.458
525.458
525.458
525.459
525.459
525.459
525.459
525.792
525.792
525.792
525.792
526.292
526.292
526.292
526.292
527.542
527.542
527.542
527.542
527.666
527.666
527.666
527.666
527.791
527.791
527.791
527.791
527.917
527.917
527.917
527.917
528.042
528.042
528.042
528.042
528.541
528.541
528.541
528.541
528.666
528.666
528.666
528.666
529.334
529.334
529.334
529.334
529.916
529.916
529.916
529.916
530.083
530.083
530.083
530.083
530.375
530.375
530.375
530.375
530.458
530.458
530.458
530.458
530.5
530.5
530.5
530.5
530.75
530.75
530.75
530.75
531.375
531.375
531.375
531.375
531.417
531.417
531.417
531.417
532.042
532.042
532.042
532.042
532.916
532.916
532.916
532.916
533.25
533.25
533.25
533.25
533.333
533.333
533.333
533.333
533.333
533.333
533.333
533.333
534.458
534.458
534.458
534.458
534.583
534.583
534.583
534.583
534.75
534.75
534.75
534.75
535.791
535.791
535.791
535.791
535.916
535.916
535.916
535.916
536.084
536.084
536.084
536.084
536.125
536.125
536.125
536.125
536.708
536.708
536.708
536.708
537
537
537
537
537.042
537.042
537.042
537.042
537.209
537.209
537.209
537.209
538.708
538.708
538.708
538.708
538.833
538.833
538.833
538.833
538.875
538.875
538.875
538.875
539.208
539.208
539.208
539.208
539.75
539.75
539.75
539.75
540.125
540.125
540.125
540.125
540.25
540.25
540.25
540.25
540.291
540.291
540.291
540.291
540.458
540.458
540.458
540.458
540.458
540.458
540.458
540.458
540.625
540.625
540.625
540.625
540.75
540.75
540.75
540.75
540.875
540.875
540.875
540.875
540.916
540.916
540.916
540.916
541.292
541.292
541.292
541.292
541.334
541.334
541.334
541.334
542
542
542
542
542.833
542.833
542.833
542.833
544.042
544.042
544.042
544.042
544.542
544.542
544.542
544.542
544.625
544.625
544.625
544.625
544.75
544.75
544.75
544.75
544.75
544.75
