timestamp_utc,git_sha,working_tree_dirty,compiler,system,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-08-26T23:59:19Z,2b719d64435011a670c58fa7a6e8c4f24ee332c4,1,AppleClang-17.0.0.17000603,Darwin 25.5.0 arm64,10,10,2000,0,0.8,1000,128,4,500,1,4,1,periodic,1,2000,0.0391335,51107.2,733.292,986.958,1505.29,1790.79,0,0
