timestamp_utc,run_id,experiment,variant,git_sha,working_tree_dirty,compiler,build,system,ram,storage_medium,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,preload,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-09-05T22:13:10Z,profile-read-heavy-tcp-nodelay-final,read-heavy-profile,strace,6143f5a796760b818e30f907a3f2dd87373b7d3c,1,Clang-18.1.3,RelWithDebInfo,Linux 6.12.76-linuxkit aarch64,8126480 kB,user-specified; record separately,16,16,0,5,1,1000,128,4,0,0,2,4,16,none,1,22944,5.01594,4574.22,11866.6,15716.2,32250.2,533767,0,0
