timestamp_utc,git_sha,compiler,system,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-08-26T23:40:33Z,2b719d64435011a670c58fa7a6e8c4f24ee332c4,AppleClang-17.0.0.17000603,Darwin 25.5.0 arm64,4,4,2000,0,0.8,100,128,4,100,1,4,16,none,1,2000,0.0582346,34343.9,421.167,726.917,959.375,1126.42,0,0
