timestamp_utc,run_id,experiment,variant,git_sha,working_tree_dirty,compiler,build,system,ram,storage_medium,connections,threads,requests,duration_s,read_ratio,key_count,value_size,pipeline_depth,warmup,seed,workers,shards,durability,repetition,operations,seconds,ops_per_second,p50_us,p95_us,p99_us,max_us,errors,connection_errors
2026-09-05T22:08:41Z,profile-read-heavy-tcp-nodelay-comparison,tcp-nodelay,baseline,6143f5a796760b818e30f907a3f2dd87373b7d3c,1,Clang-18.1.3,RelWithDebInfo,Linux 6.12.76-linuxkit aarch64,8126480 kB,Docker Desktop Linux VM temporary filesystem,16,16,0,6,1,1000,128,4,5000,505,4,16,none,5,8896,6.01683,1478.52,43282.8,46852.6,49459.3,54336,0,0
